#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P46940	uniprotkb:Q9NP85	intact:EBI-297509|uniprotkb:A7MBM3	intact:EBI-6897706|uniprotkb:B1AM32|uniprotkb:B1AM33|uniprotkb:Q8N6Q5	psi-mi:iqga1_human(display_long)|uniprotkb:IQGAP1(gene name)|psi-mi:IQGAP1(display_short)|uniprotkb:KIAA0051(gene name synonym)|uniprotkb:p195(gene name synonym)	psi-mi:podo_human(display_long)|uniprotkb:NPHS2(gene name)|psi-mi:NPHS2(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Rigothier et al. (2012)	pubmed:22662192|imex:IM-20968	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6897994|imex:IM-20968-20	intact-miscore:0.56
uniprotkb:P46940	uniprotkb:O00592	intact:EBI-297509|uniprotkb:A7MBM3	intact:EBI-6897823|uniprotkb:A6NHX8|uniprotkb:Q52LZ7|uniprotkb:Q53ER6	psi-mi:iqga1_human(display_long)|uniprotkb:IQGAP1(gene name)|psi-mi:IQGAP1(display_short)|uniprotkb:KIAA0051(gene name synonym)|uniprotkb:p195(gene name synonym)	psi-mi:podxl_human(display_long)|uniprotkb:PODXL(gene name)|psi-mi:PODXL(display_short)|uniprotkb:PCLP(gene name synonym)|uniprotkb:PCLP1(gene name synonym)|uniprotkb:GCTM-2 antigen(gene name synonym)|uniprotkb:Gp200(gene name synonym)|uniprotkb:Podocalyxin-like protein 1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Rigothier et al. (2012)	pubmed:22662192|imex:IM-20968	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6897943|imex:IM-20968-17	intact-miscore:0.56
uniprotkb:P46940	uniprotkb:P35222	intact:EBI-297509|uniprotkb:A7MBM3	intact:EBI-491549|uniprotkb:Q8NEW9|uniprotkb:Q8NI94|uniprotkb:Q9H391|dip:DIP-122N|intact:EBI-491563|uniprotkb:A8K1L7	psi-mi:iqga1_human(display_long)|uniprotkb:IQGAP1(gene name)|psi-mi:IQGAP1(display_short)|uniprotkb:KIAA0051(gene name synonym)|uniprotkb:p195(gene name synonym)	psi-mi:ctnb1_human(display_long)|uniprotkb:Beta-catenin(gene name synonym)|uniprotkb:OK/SW-cl.35(orf name)|uniprotkb:PRO2286(orf name)|uniprotkb:CTNNB1(gene name)|psi-mi:CTNNB1(display_short)|uniprotkb:CTNNB(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Rigothier et al. (2012)	pubmed:22662192|imex:IM-20968	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6897937|imex:IM-20968-16	intact-miscore:0.46
uniprotkb:O43707	uniprotkb:P46940	intact:EBI-351526|uniprotkb:O76048|uniprotkb:D6PXK4|uniprotkb:A4K467	intact:EBI-297509|uniprotkb:A7MBM3	psi-mi:actn4_human(display_long)|uniprotkb:ACTN4(gene name)|psi-mi:ACTN4(display_short)|uniprotkb:Non-muscle alpha-actinin 4(gene name synonym)	psi-mi:iqga1_human(display_long)|uniprotkb:IQGAP1(gene name)|psi-mi:IQGAP1(display_short)|uniprotkb:KIAA0051(gene name synonym)|uniprotkb:p195(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Rigothier et al. (2012)	pubmed:22662192|imex:IM-20968	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6897912|imex:IM-20968-14	intact-miscore:0.60
uniprotkb:Q9Y5K6	uniprotkb:P46940	intact:EBI-298152|uniprotkb:A6NL34|uniprotkb:Q5VYA3|uniprotkb:Q9UG97	intact:EBI-297509|uniprotkb:A7MBM3	psi-mi:cd2ap_human(display_long)|uniprotkb:CD2AP(gene name)|psi-mi:CD2AP(display_short)|uniprotkb:Cas ligand with multiple SH3 domains(gene name synonym)|uniprotkb:Adapter protein CMS(gene name synonym)	psi-mi:iqga1_human(display_long)|uniprotkb:IQGAP1(gene name)|psi-mi:IQGAP1(display_short)|uniprotkb:KIAA0051(gene name synonym)|uniprotkb:p195(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Rigothier et al. (2012)	pubmed:22662192|imex:IM-20968	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6897904|imex:IM-20968-12	intact-miscore:0.56
uniprotkb:P46940	uniprotkb:Q96QZ7	intact:EBI-297509|uniprotkb:A7MBM3	intact:EBI-924464|uniprotkb:O00309|uniprotkb:O43863|uniprotkb:O75085|uniprotkb:Q96QZ8|uniprotkb:Q96QZ9|intact:EBI-1059162|uniprotkb:A8K188	psi-mi:iqga1_human(display_long)|uniprotkb:IQGAP1(gene name)|psi-mi:IQGAP1(display_short)|uniprotkb:KIAA0051(gene name synonym)|uniprotkb:p195(gene name synonym)	psi-mi:magi1_human(display_long)|uniprotkb:MAGI1(gene name)|psi-mi:MAGI1(display_short)|uniprotkb:BAIAP1(gene name synonym)|uniprotkb:BAP1(gene name synonym)|uniprotkb:TNRC19(gene name synonym)|uniprotkb:BAI1-associated protein 1(gene name synonym)|uniprotkb:Membrane-associated guanylate kinase inverted 1(gene name synonym)|uniprotkb:Atrophin-1-interacting protein 3(gene name synonym)|uniprotkb:WW domain-containing protein 3(gene name synonym)|uniprotkb:Trinucleotide repeat-containing gene 19 protein(gene name synonym)|uniprotkb:AIP3(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Rigothier et al. (2012)	pubmed:22662192|imex:IM-20968	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6897621|imex:IM-20968-2	intact-miscore:0.56
uniprotkb:P46940	uniprotkb:O60500	intact:EBI-297509|uniprotkb:A7MBM3	intact:EBI-996920|uniprotkb:A6NDH2|uniprotkb:C3RX61	psi-mi:iqga1_human(display_long)|uniprotkb:IQGAP1(gene name)|psi-mi:IQGAP1(display_short)|uniprotkb:KIAA0051(gene name synonym)|uniprotkb:p195(gene name synonym)	psi-mi:nphn_human(display_long)|uniprotkb:Renal glomerulus-specific cell adhesion receptor(gene name synonym)|uniprotkb:NPHS1(gene name)|psi-mi:NPHS1(display_short)|uniprotkb:NPHN(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Rigothier et al. (2012)	pubmed:22662192|imex:IM-20968	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6897615|imex:IM-20968-1	intact-miscore:0.56
uniprotkb:P46940	uniprotkb:O00592	intact:EBI-297509|uniprotkb:A7MBM3	intact:EBI-6897823|uniprotkb:A6NHX8|uniprotkb:Q52LZ7|uniprotkb:Q53ER6	psi-mi:iqga1_human(display_long)|uniprotkb:IQGAP1(gene name)|psi-mi:IQGAP1(display_short)|uniprotkb:KIAA0051(gene name synonym)|uniprotkb:p195(gene name synonym)	psi-mi:podxl_human(display_long)|uniprotkb:PODXL(gene name)|psi-mi:PODXL(display_short)|uniprotkb:PCLP(gene name synonym)|uniprotkb:PCLP1(gene name synonym)|uniprotkb:GCTM-2 antigen(gene name synonym)|uniprotkb:Gp200(gene name synonym)|uniprotkb:Podocalyxin-like protein 1(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Rigothier et al. (2012)	pubmed:22662192|imex:IM-20968	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6897817|imex:IM-20968-8	intact-miscore:0.56
uniprotkb:P35222	uniprotkb:P46940	intact:EBI-491549|uniprotkb:Q8NEW9|uniprotkb:Q8NI94|uniprotkb:Q9H391|dip:DIP-122N|intact:EBI-491563|uniprotkb:A8K1L7	intact:EBI-297509|uniprotkb:A7MBM3	psi-mi:ctnb1_human(display_long)|uniprotkb:Beta-catenin(gene name synonym)|uniprotkb:OK/SW-cl.35(orf name)|uniprotkb:PRO2286(orf name)|uniprotkb:CTNNB1(gene name)|psi-mi:CTNNB1(display_short)|uniprotkb:CTNNB(gene name synonym)	psi-mi:iqga1_human(display_long)|uniprotkb:IQGAP1(gene name)|psi-mi:IQGAP1(display_short)|uniprotkb:KIAA0051(gene name synonym)|uniprotkb:p195(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Rigothier et al. (2012)	pubmed:22662192|imex:IM-20968	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6897800|imex:IM-20968-6	intact-miscore:0.46
uniprotkb:P46940	uniprotkb:Q9NP85	intact:EBI-297509|uniprotkb:A7MBM3	intact:EBI-6897706|uniprotkb:B1AM32|uniprotkb:B1AM33|uniprotkb:Q8N6Q5	psi-mi:iqga1_human(display_long)|uniprotkb:IQGAP1(gene name)|psi-mi:IQGAP1(display_short)|uniprotkb:KIAA0051(gene name synonym)|uniprotkb:p195(gene name synonym)	psi-mi:podo_human(display_long)|uniprotkb:NPHS2(gene name)|psi-mi:NPHS2(display_short)	psi-mi:"MI:0663"(confocal microscopy)	Rigothier et al. (2012)	pubmed:22662192|imex:IM-20968	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6897686|imex:IM-20968-4	intact-miscore:0.56
uniprotkb:Q9Y5K6	uniprotkb:P46940	intact:EBI-298152|uniprotkb:A6NL34|uniprotkb:Q5VYA3|uniprotkb:Q9UG97	intact:EBI-297509|uniprotkb:A7MBM3	psi-mi:cd2ap_human(display_long)|uniprotkb:CD2AP(gene name)|psi-mi:CD2AP(display_short)|uniprotkb:Cas ligand with multiple SH3 domains(gene name synonym)|uniprotkb:Adapter protein CMS(gene name synonym)	psi-mi:iqga1_human(display_long)|uniprotkb:IQGAP1(gene name)|psi-mi:IQGAP1(display_short)|uniprotkb:KIAA0051(gene name synonym)|uniprotkb:p195(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Rigothier et al. (2012)	pubmed:22662192|imex:IM-20968	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6897642|imex:IM-20968-3	intact-miscore:0.56
uniprotkb:P46940	uniprotkb:P60709	intact:EBI-297509|uniprotkb:A7MBM3	intact:EBI-353944|uniprotkb:P02570|uniprotkb:P70514|uniprotkb:P99021|uniprotkb:Q11211|uniprotkb:Q64316|uniprotkb:Q75MN2|uniprotkb:Q96B34|uniprotkb:Q96HG5	psi-mi:iqga1_human(display_long)|uniprotkb:IQGAP1(gene name)|psi-mi:IQGAP1(display_short)|uniprotkb:KIAA0051(gene name synonym)|uniprotkb:p195(gene name synonym)	psi-mi:actb_human(display_long)|uniprotkb:ACTB(gene name)|psi-mi:ACTB(display_short)|uniprotkb:Beta-actin(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Rigothier et al. (2012)	pubmed:22662192|imex:IM-20968	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6897809|imex:IM-20968-7	intact-miscore:0.49
uniprotkb:P46940	uniprotkb:O43707	intact:EBI-297509|uniprotkb:A7MBM3	intact:EBI-351526|uniprotkb:O76048|uniprotkb:D6PXK4|uniprotkb:A4K467	psi-mi:iqga1_human(display_long)|uniprotkb:IQGAP1(gene name)|psi-mi:IQGAP1(display_short)|uniprotkb:KIAA0051(gene name synonym)|uniprotkb:p195(gene name synonym)	psi-mi:actn4_human(display_long)|uniprotkb:ACTN4(gene name)|psi-mi:ACTN4(display_short)|uniprotkb:Non-muscle alpha-actinin 4(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Rigothier et al. (2012)	pubmed:22662192|imex:IM-20968	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6897731|imex:IM-20968-5	intact-miscore:0.60
uniprotkb:P46940	uniprotkb:O60500	intact:EBI-297509|uniprotkb:A7MBM3	intact:EBI-996920|uniprotkb:A6NDH2|uniprotkb:C3RX61	psi-mi:iqga1_human(display_long)|uniprotkb:IQGAP1(gene name)|psi-mi:IQGAP1(display_short)|uniprotkb:KIAA0051(gene name synonym)|uniprotkb:p195(gene name synonym)	psi-mi:nphn_human(display_long)|uniprotkb:Renal glomerulus-specific cell adhesion receptor(gene name synonym)|uniprotkb:NPHS1(gene name)|psi-mi:NPHS1(display_short)|uniprotkb:NPHN(gene name synonym)	psi-mi:"MI:0663"(confocal microscopy)	Rigothier et al. (2012)	pubmed:22662192|imex:IM-20968	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898162|imex:IM-20968-28	intact-miscore:0.56
uniprotkb:P13569	uniprotkb:P08670	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-353844|uniprotkb:Q15867|uniprotkb:Q15868|uniprotkb:Q15869|uniprotkb:Q548L2|uniprotkb:Q6LER9|uniprotkb:Q8N850|uniprotkb:Q96ML2|uniprotkb:Q9NTM3|uniprotkb:B0YJC2|intact:EBI-3442369|uniprotkb:D3DRU4	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:vime_human(display_long)|uniprotkb:VIM(gene name)|psi-mi:VIM(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898294|imex:IM-20966-1	intact-miscore:0.35
uniprotkb:P13569	uniprotkb:P13645	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-465144|uniprotkb:Q14664|uniprotkb:Q8N175	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:k1c10_human(display_long)|uniprotkb:KRT10(gene name)|psi-mi:KRT10(display_short)|uniprotkb:Cytokeratin-10(gene name synonym)|uniprotkb:KPP(gene name synonym)|uniprotkb:Keratin-10(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898294|imex:IM-20966-1	intact-miscore:0.35
uniprotkb:P13569	uniprotkb:Q02413	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-1045757|uniprotkb:B7Z845	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:dsg1_human(display_long)|uniprotkb:CDHF4(gene name synonym)|uniprotkb:Desmosomal glycoprotein 1(gene name synonym)|uniprotkb:Pemphigus foliaceus antigen(gene name synonym)|uniprotkb:DSG1(gene name)|psi-mi:DSG1(display_short)|uniprotkb:Cadherin family member 4(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898294|imex:IM-20966-1	intact-miscore:0.35
uniprotkb:P13569	uniprotkb:P35527	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-356382|uniprotkb:O00109|uniprotkb:Q0IJ47|uniprotkb:Q14665	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:k1c9_human(display_long)|uniprotkb:KRT9(gene name)|psi-mi:KRT9(display_short)|uniprotkb:Keratin-9(gene name synonym)|uniprotkb:Cytokeratin-9(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898294|imex:IM-20966-1	intact-miscore:0.35
uniprotkb:P13569	uniprotkb:P31944	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-2510738|uniprotkb:O95823|uniprotkb:Q3SYC9	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:caspe_human(display_long)|uniprotkb:CASP14(gene name)|psi-mi:CASP14(display_short)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898294|imex:IM-20966-1	intact-miscore:0.35
uniprotkb:P13569	uniprotkb:P60709	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-353944|uniprotkb:P02570|uniprotkb:P70514|uniprotkb:P99021|uniprotkb:Q11211|uniprotkb:Q64316|uniprotkb:Q75MN2|uniprotkb:Q96B34|uniprotkb:Q96HG5	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:actb_human(display_long)|uniprotkb:ACTB(gene name)|psi-mi:ACTB(display_short)|uniprotkb:Beta-actin(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898294|imex:IM-20966-1	intact-miscore:0.35
uniprotkb:P13569	uniprotkb:P17987	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-356553|uniprotkb:Q15556|uniprotkb:Q5TCM3|uniprotkb:E1P5B2	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:tcpa_human(display_long)|uniprotkb:CCTA(gene name synonym)|uniprotkb:TCP1(gene name)|psi-mi:TCP1(display_short)|uniprotkb:CCT1(gene name synonym)|uniprotkb:CCT-alpha(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898303|imex:IM-20966-2	intact-miscore:0.35
uniprotkb:P13569	uniprotkb:P12956	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-353208|intact:EBI-2843064|uniprotkb:Q6FG89|uniprotkb:Q9UCQ2|uniprotkb:Q9UCQ3|intact:EBI-8456785|intact:MINT-8429298|uniprotkb:B1AHC8	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:xrcc6_human(display_long)|uniprotkb:XRCC6(gene name)|psi-mi:XRCC6(display_short)|uniprotkb:G22P1(gene name synonym)|uniprotkb:ATP-dependent DNA helicase II 70 kDa subunit(gene name synonym)|uniprotkb:Lupus Ku autoantigen protein p70(gene name synonym)|uniprotkb:70 kDa subunit of Ku antigen(gene name synonym)|uniprotkb:Thyroid-lupus autoantigen(gene name synonym)|uniprotkb:CTC box-binding factor 75 kDa subunit(gene name synonym)|uniprotkb:DNA repair protein XRCC6(gene name synonym)|uniprotkb:X-ray repair complementing defective repair in Chinese hamster cells 6(gene name synonym)|uniprotkb:ATP-dependent DNA helicase 2 subunit 1(gene name synonym)|uniprotkb:5'-deoxyribose-5-phosphate lyase Ku70(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898303|imex:IM-20966-2	intact-miscore:0.35
uniprotkb:P13569	uniprotkb:P05783	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-297888|uniprotkb:Q53G38|uniprotkb:Q5U0N8|uniprotkb:Q9BW26	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:k1c18_human(display_long)|uniprotkb:KRT18(gene name)|psi-mi:KRT18(display_short)|uniprotkb:CYK18(gene name synonym)|uniprotkb:Keratin-18(gene name synonym)|uniprotkb:PIG46(orf name)|uniprotkb:Cytokeratin-18(gene name synonym)|uniprotkb:Cell proliferation-inducing gene 46 protein(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898303|imex:IM-20966-2	intact-miscore:0.35
uniprotkb:P13569	uniprotkb:Q04695	intact:EBI-349854|uniprotkb:Q20BG8|uniprotkb:Q20BH2|uniprotkb:Q2I0A1|uniprotkb:Q2I102	intact:EBI-297873|uniprotkb:A5Z1M9|uniprotkb:A5Z1N0|uniprotkb:A5Z1N1|uniprotkb:A5Z1N2|uniprotkb:A6NDV6|uniprotkb:A6NKQ2|uniprotkb:Q6IP98|uniprotkb:Q8N1P6	psi-mi:cftr_human(display_long)|uniprotkb:CFTR(gene name)|psi-mi:CFTR(display_short)|uniprotkb:ABCC7(gene name synonym)|uniprotkb:cAMP-dependent chloride channel(gene name synonym)|uniprotkb:ATP-binding cassette sub-family C member 7(gene name synonym)|uniprotkb:Channel conductance-controlling ATPase(gene name synonym)	psi-mi:k1c17_human(display_long)|uniprotkb:KRT17(gene name)|psi-mi:KRT17(display_short)|uniprotkb:Cytokeratin-17(gene name synonym)|uniprotkb:39.1(gene name synonym)|uniprotkb:Keratin-17(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Colas et al. (2012)	pubmed:22038833|imex:IM-20966	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6898303|imex:IM-20966-2	intact-miscore:0.35
